genres,tmdbId,poster_path,title,overview
Action Thriller Mystery Romance,11863.0,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,Jade,Someone nasty hatchet job San Fransisco big noise Assistant DA takes charge investigation Through web blackmail prostitution involving Governor old lover law man emerges prime suspect deal personal feelings case
Comedy,9101.0,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,Down Periscope,Bumbling Navy lieutenant Tom Dodge given chance clean record But Admiral Graham nemesis assigns Dodge Stingray submarine barely afloat To add insult injury Stingray enemy flagship upcoming war games matters worse Dodges crew band idiots incompetent
Drama Romance,9302.0,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,Up Close & Personal,Tally Atwater dream primetime network newscaster She pursues dream ambition raw talent homemade demo tape Warren Justice brilliant hard edged veteran newsman He sees Tally talent mentor Tallys career takes meteoric rise Warren fall love The romance results intense revealing television news Yet breaking story videotaped crisis brings threatens drive apart
Comedy,11000.0,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,The Birdcage,A gay cabaret owner drag queen companion agree false straight son introduce fiancés rightwing moralistic parents
Comedy Drama Romance,16388.0,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,The Brothers McMullen,Deals lives Irish Catholic McMullen brothers Long Island New York months grapple basic ideas values love sex marriage religion family 1990s Directed written produced starring Edward Burns
Action Comedy Crime Thriller,9737.0,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,Bad Boys,Marcus Burnett henpecked family man Mike Lowry footloose fancy free ladies man Both Miami policemen 72 hours reclaim consignment drugs stolen stations nose To complicate matters order assistance sole witness murder pretend
Action Adventure Drama Family,30765.0,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,The Amazing Panda Adventure,Far home lush bamboo forests China tenyearold Ryan Tyler help young girl goes wonderful journey rescue baby panda taken poachers
Drama Crime,10474.0,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,The Basketball Diaries,Film adaptation street tough Jim Carrolls epistle kaleidoscopic free fall harrowing world drug addiction
Crime Comedy Drama Thriller,30157.0,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,Amateur,A man wakes alley bleeding memory He stumbles coffee shop befriended charitable exnun failing attempts write marketable pornography
Drama,568.0,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,Apollo 13,The true story technical troubles scuttle Apollo 13 lunar mission 1971 risking lives astronaut Jim Lovell crew failed journey turning thrilling saga heroism Drifting 200000 miles Earth astronauts work furiously ground crew avert tragedy
Adventure,11780.0,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,Rob Roy,In highlands Scotland 1700s Rob Roy tries lead small town better future borrowing money local nobility buy cattle herd market When money stolen Rob forced Robin Hood lifestyle defend family honour
Drama Horror,34996.0,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,The Addiction,A vampiric doctoral student tries follow philosophy nocturnal comrade control thirst blood
Action Crime Fantasy,414.0,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,Batman Forever,The Dark Knight Gotham City confronts dastardly duo TwoFace Riddler Formerly District Attorney Harvey Dent TwoFace believes Batman caused courtroom accident left disfigured And Edward Nygma computergenius employee millionaire Bruce Wayne philanthropist The Riddler Former circus acrobat Dick Grayson family killed TwoFace Waynes ward Batmans new partner Robin
Drama Romance,649.0,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,Belle de Jour,Beautiful young housewife Séverine Serizy reconcile masochistic fantasies everyday life alongside dutiful husband Pierre When lovestruck friend Henri mentions secretive highclass brothel run Madame Anais Séverine begins work day Belle Jour But clients grows possessive try normal life
Drama Thriller,1873.0,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,Beyond Rangoon,Patricia Arquette stars American widow Laura Bowman young doctor whos unwittingly drawn political turmoil vacationing Burma late 1980s fictionalized drama based actual events Bowman initially left San Francisco sister Frances McDormand attempt escape painful memories husband sons violent deaths But fight escape Thailand prove harrowing
Comedy,5894.0,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,Blue in the Face,Auggie runs small tobacco shop Brooklyn New York The neighborhood comes visit buy cigarettes small talk During movie Lou Reed tries explain cut health insurance keeps smoking Madonna acts Singing Telegram
Action Comedy,1775.0,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,Canadian Bacon,Canadian Bacon fictitious film Director Michael Moore This comedy American president decides war bring publics opinion election time Canadian Bacon actor John Candys film
Fantasy Comedy Family,8839.0,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,Casper,Furious late father willed gloomylooking mansion millions Carrigan Crittenden ready burn place ground discovers map treasure hidden house But enters rickety mansion seek claim frightened away wicked wave ghosts Determined hands hidden fortune hires afterlife therapist Dr James Harvey exorcise ghosts mansion Harvey daughter Kat soon Kat meets Casper ghost young boy whos friendliest ghost know But friendly Caspers unclesStretch Fatso Stinkiewho determined drive fleshies away
Mystery Crime Drama,20649.0,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,Clockers,Strike young city drug pusher tutelage druglord Rodney LittleWhen night man fastfood restaurant bullets body Strikes older brother turns killer Det Rocco Klein doesnt buy story sets truth fingers point Strike amp Rodney
Action Adventure Drama Mystery ScienceFiction Thriller,10329.0,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,Congo,Eight people embark expedition Congo mysterious expanse unexplored Africa human greed laws nature gone berserk When thrillseekers ulterior motives stumble race killer apes
Action Thriller Drama,8963.0,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,Crimson Tide,On US nuclear missile sub young officer stages mutiny prevent trigger happy captain launching missiles confirming orders
Documentary,26564.0,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,Crumb,This movie chronicles life times R Crumb Robert Crumb cartoonistartist drew Keep On Truckin Fritz Cat played major pioneering role genesis underground comix Through interviews mother brothers wife exgirlfriends selections vast quantity graphic art treated darkly comic ride mans subconscious mind
Thriller Action Crime,8068.0,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,Desperado,A gunslinger embroiled war local drug runner
Drama Mystery Thriller,8512.0,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,Devil in a Blue Dress,In late 1940s Los Angeles Easy Rawlins unemployed black World War II veteran job prospects At bar Easy meets DeWitt Albright mysterious white man looking investigate disappearance missing white woman named Daphne Monet suspects hiding citys black jazz clubs Strapped money facing house payments Easy takes job soon finds head
Action Thriller,1572.0,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,Die Hard: With a Vengeance,New York detective John McClane kicking badguy butt installment actionpacked series finds teaming civilian Zeus Carver prevent loss innocent lives McClane thought hed seen genius named Simon engages McClane new partner beloved city deadly game demands concentration
Action Comedy Crime Drama,13552.0,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,The Doom Generation,Jordan White Amy Blue troubled teens pick adolescent drifter Xavier Red Together threesome embark sex violencefilled journey America psychos quickiemarts
Drama Crime,259209.0,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,Feast of July,After abandoned young woman late 19th Century England taken rural couple handsome sons tragic consequences result
Action Adventure Drama Romance,6520.0,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,First Knight,The timeless tale King Arthur legend Camelot retold passionate period drama Arthur reluctant hand crown Lancelot Guinevere torn loyalty husband growing love rival But Lancelot balance loyalty throne rewards true love
Adventure,9073.0,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,Free Willy 2 - The Adventure Home,Jesse reunited Willy years whales jump freedom teenager tries rescue killer whale orcas oil spill
Action Crime Thriller Drama,10428.0,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,Hackers,Along new friends teenager arrested US Secret Service banned writing virus discovers plot nefarious hacker use skills evidence pursued Secret Service evil genius virus
Comedy Drama Romance,17447.0,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,Jeffrey,Jeffery young gay man New York decides sex decided celibate He immediately meets man dreams decide love worth danger boyfriend dying
Adventure Action Drama ScienceFiction Thriller,9886.0,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,Johnny Mnemonic,A data courier literally carrying data package inside head deliver dies burden killed Yakuza In dystopian 2021 Johnny Keanu Reeves data trafficker implant allows securely store data sensitive regular networks On delivery run accepts package exceeds implants safety limits kill data removed time contains information far important valuable imagined On race time avoid assassins sent kill remove data ends life
ScienceFiction,9482.0,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,Judge Dredd,In dystopian future Dredd famous judge cop instant field judiciary powers convicted crime commit murderous counterpart escapes
Comedy Drama,19326.0,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,Jury Duty,When jobless Tommy Collins discovers sequestered jurors earn free room board 5aday gets assigned jury murder trial Once prolong trial deliberations sequestration comfortable
Drama Crime,9344.0,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,Kids,A controversial portrayal teens New York City exposes deeply disturbing world sex substance abuse The film focuses sexually reckless frecklefaced boy named Telly goal sex different girls When Jenny girl sex tests positive HIV knows contracted disease Telly When Jenny discovers Tellys idea safe sex sex virgins continuing pass disease unsuspecting girls Jenny makes business try stop
Drama Comedy,9071.0,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,Living in Oblivion,Film filmmaking It takes place day set nonbudget movie Ultimate tribute independent filmmakers
Mystery Horror Thriller,8973.0,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,Lord of Illusions,During routine case LA NY private investigator Harry DAmour stumbles members fanatic cult preparing resurrection leader Nix powerful magician killed 13 years earlier
Comedy Drama,15730.0,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,Love & Human Remains,Dreary urban landscape anonymous Canadian city Dark comedy group twentysomethings looking love meaning 90s The film focuses roommates David gay waiter given acting career Candy book reviewer Davids exlover David Candys lives entangled Davids friends Candys dates
Drama Family Romance,47608.0,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,Mad Love,Matt falls Casey new girl school Shes funloving eccentric theres darkness whimsy Matt begin comprehend When Casey attempts commit suicide parents place mental institution Matt springs young lovers head road trip They believe love cure Caseys problems Matt starts wonder inspired misguided
Romance Comedy,2293.0,/4saVIltqkhq9is5NmD7N87Q40M.jpg,Mallrats,Both dumped girlfriends best friends seek refuge local mall
Action Adventure ScienceFiction Family Fantasy,9070.0,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,Mighty Morphin Power Rangers: The Movie,Power incredible teens outmaneuver defeat evil Mighty Morphin Power Ranger But time Power Rangers met match face sinister monster galaxy seen
Thriller Foreign,48787.0,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,Mute Witness,Billy mute kept successful makeup artist While Russia working film directed sisters boyfriend Andy Billy finds trapped studio night horrified snuff film Billy escapes help sister Kate alerts authorities saw Unfortunately makes enemy Russian mafia funded snuff film
Horror Thriller,34574.0,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,Nadja,This ultrahip postmodern vampire tale set contemporary New York City Members dysfunctional family vampires trying come terms wake fathers death Meanwhile hunted Dr Van Helsing hapless nephew As good vampire movies forces love pitted forces destruction
Crime Drama Mystery Thriller Action,1642.0,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,The Net,Angela Bennett freelance software engineer lives world technology When cyber friend asks Bennett debug new game inadvertently involved conspiracy soon turn life upside While vacation Mexico purse stolen She soon finds people events target assassination Her vacation ruined She gets new passport US Embassy Mexico wrong Ruth Marx When returns US sort things discovers Ruth Marx unsavory past lengthy police record To matters worse person assumed real identity
Comedy,11472.0,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,Nine Months,When finds longtime girlfriend pregnant commitmentphobe realizes change lifestyle better worse
Comedy,36196.0,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,Party Girl,Although Mary little income finds ways spend nights clubs After arrested throwing illegal rave asks aunt Judy bail money Judy finds Mary job library Mary repay Initially Mary finds job clerk boring stifling prefers know street food vendor likes However Mary refocus life loses job apartment
Fantasy Horror Thriller,11980.0,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,The Prophecy,The angel Gabriel comes Earth collect soul end stalemated war Heaven priest little girl stop
Fantasy Comedy Drama,58372.0,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,Reckless,On Christmas eve relentlessly cheerful woman escapes killers hired husband embarks series strange encounters
Drama,32646.0,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,Safe,Carol typical upper middleclass housewife begins complain vague symptoms illness She doesnt feel right unexplained headaches congestion dry cough nosebleeds vomiting trouble breathing Her family doctor treats concerns dismissively suggests psychiatrist Eventually allergist tells Environmental Illness
